Model,label,precision,recall,f1,support
Decision Trees,no_thrust,0.4564,0.425,0.4401,160
Decision Trees,chemical,1.0,1.0,1.0,160
Decision Trees,electric,0.462,0.4938,0.4773,160
Decision Trees,impulsive,1.0,1.0,1.0,160
Decision Trees,macro_avg,0.7296,0.7297,0.7294,640
Decision Trees,weighted_avg,0.7296,0.7297,0.7294,640
Decision Trees,t_no_thrust,68.0,0.0,92.0,0
Decision Trees,t_chemical,0.0,160.0,0.0,0
Decision Trees,t_electric,81.0,0.0,79.0,0
Decision Trees,t_impulsive,0.0,0.0,0.0,160
Nearest Neighbor,no_thrust,0.5,0.425,0.4595,160
Nearest Neighbor,chemical,0.6699,0.8625,0.7541,160
Nearest Neighbor,electric,0.5223,0.5125,0.5174,160
Nearest Neighbor,impulsive,0.5957,0.525,0.5581,160
Nearest Neighbor,macro_avg,0.572,0.5813,0.5723,640
Nearest Neighbor,weighted_avg,0.572,0.5813,0.5723,640
Nearest Neighbor,t_no_thrust,68.0,7.0,66.0,19
Nearest Neighbor,t_chemical,1.0,138.0,0.0,21
Nearest Neighbor,t_electric,51.0,10.0,82.0,17
Nearest Neighbor,t_impulsive,16.0,51.0,9.0,84
LSTM,no_thrust,0.6957,0.1,0.1749,160
LSTM,chemical,0.5047,1.0,0.6709,160
LSTM,electric,0.5168,0.9625,0.6725,160
LSTM,impulsive,0.0,0.0,0.0,160
LSTM,macro_avg,0.4293,0.5156,0.3796,640
LSTM,weighted_avg,0.4293,0.5156,0.3796,640
LSTM,t_no_thrust,16.0,1.0,142.0,1
LSTM,t_chemical,0.0,160.0,0.0,0
LSTM,t_electric,4.0,1.0,154.0,1
LSTM,t_impulsive,3.0,155.0,2.0,0
Mamba,no_thrust,0.4762,0.4375,0.456,160
Mamba,chemical,0.9815,0.9938,0.9876,160
Mamba,electric,0.4737,0.5062,0.4894,160
Mamba,impulsive,1.0,1.0,1.0,160
Mamba,macro_avg,0.7328,0.7344,0.7333,640
Mamba,weighted_avg,0.7328,0.7344,0.7333,640
Mamba,t_no_thrust,70.0,1.0,89.0,0
Mamba,t_chemical,0.0,159.0,1.0,0
Mamba,t_electric,77.0,2.0,81.0,0
Mamba,t_impulsive,0.0,0.0,0.0,160
Transformer,no_thrust,0.5,0.375,0.4286,160
Transformer,chemical,0.9515,0.9812,0.9662,160
Transformer,electric,0.5026,0.6062,0.5496,160
Transformer,impulsive,0.9506,0.9625,0.9565,160
Transformer,macro_avg,0.7262,0.7312,0.7252,640
Transformer,weighted_avg,0.7262,0.7312,0.7252,640
Transformer,t_no_thrust,60.0,1.0,96.0,3
Transformer,t_chemical,0.0,157.0,0.0,3
Transformer,t_electric,59.0,2.0,97.0,2
Transformer,t_impulsive,1.0,5.0,0.0,154
MLP,0,0.4894,0.4313,0.4585,160
MLP,1,0.8307,0.9812,0.8997,160
MLP,2,0.4773,0.525,0.5,160
MLP,3,1.0,0.8375,0.9116,160
MLP,macro_avg,0.6993,0.6937,0.6924,640
MLP,weighted_avg,0.6993,0.6937,0.6924,640
MLP,t_no_thrust,69.0,6.0,85.0,0
MLP,t_chemical,2.0,157.0,1.0,0
MLP,t_electric,70.0,6.0,84.0,0
MLP,t_impulsive,0.0,20.0,6.0,134
